file_name	url	most_common_town	most_mentioned_year	most_common_state	has_climate	has_community	total_words	total_pages	first100words	flood_count	storm_count	heat_count	air_pollution_count	indoor_air_quality_count	chemical_hazards_count	extreme_precipitation_count	fire_count	flood_percent	storm_percent	heat_percent	air_pollution_percent	indoor_air_quality_percent	chemical_hazards_percent	extreme_precipitation_percent	fire_percent	workshop_count	mapping_count	survey_count	conversation_count	community_meeting_count	small_group_discussion_count	inform_count	workshop_percent	mapping_percent	survey_percent	conversation_percent	community_meeting_percent	small_group_discussion_percent	inform_percent	town_name	towns_to_scrub	is_ACRES_town	is_INNER_CORE	is_MASS	duplicated	pass_checks2	Manual.Check	Checked.by	Manual.Check.11.19	REASON	Manual.Check_9.10	pass_checks3	pass_checks4
arlingtonurl6.json	https://www.cambridgema.gov/-/media/Files/CDD/Climate/resilientcambridge/sealevelrisestormsurgetechnicalreport.pdf	boston	2021	massachusetts	1	1	7718	37	Sea Level Rise/ Storm Surge Flooding RegiRonal A Analysis Technical Report RESILIENT CAMBRIDGEConte	236	26	0	0	0	0	3	0	89.057	9.811	0	0	0	0	1.132	0	1	0	1	0	0	0	0	50	0	50	0	0	0	0	ARLINGTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
arlingtonurl71.json	https://www.greenribboncommission.org/wp-content/uploads/2018/05/Feasibility-of-Harbor-wide-Barriers-Report.pdf	boston	2016	massachusetts	1	1	104255	250	Feasibility of Harbor-wide Barrier Systems Preliminary Analysis for Boston Harbor Sustainable Solut	1117	359	5	3	0	12	22	0	73.584	23.65	0.329	0.198	0	0.791	1.449	0	1	0	38	9	0	0	0	2.083	0	79.167	18.75	0	0	0	ARLINGTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
arlingtonurl8.json	https://cms5.revize.com/revize/chelseama/Document_Center/Departments/Housing%20&%20Community%20Development/Environment%20and%20Climate%20Resilience/North%20Suffolk%20Office%20of%20Resilience%20and%20Sustainability/chelsea_hazard_mitigation_plan_2022_update_-_adopted_07-08-22.pdf	chelsea	2022	massachusetts	1	1	43534	165	CITY OF CHELSEA HAZARD MITIGATION PLAN 2022 UPDATE \ Final Plan Adopted July 8, 2022[This page inte	480	565	80	13	3	0	146	43	36.09	42.481	6.015	0.977	0.226	0	10.977	3.233	4	0	21	0	51	0	2	5.128	0	26.923	0	65.385	0	2.564	ARLINGTON	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
arlingtonurl89.json	https://www.mass.gov/doc/2017-2018-mvp-planning-grant-report-arlington/download	arlington	2018	massachusetts	1	1	6545	16	TOWN OF ARLINGTON Community Resilience Building Workshop Summary of Findings & Recommendations May,	97	50	10	0	0	2	13	0	56.395	29.07	5.814	0	0	1.163	7.558	0	56	0	2	0	7	0	0	86.154	0	3.077	0	10.769	0	0	ARLINGTON	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE
belmonturl1.json	https://www.cambridgema.gov/-/media/Files/CDD/Climate/resilientcambridge/resilientcityresilientpeople.pdf	cambridge	2018	massachusetts	1	1	4032	36	Resilient City ↓ Resilient PeopleThis a public summary for Resilient Cambridge. 6 What is climate c	67	38	8	0	0	0	1	0	58.772	33.333	7.018	0	0	0	0.877	0	0	0	1	0	0	0	0	0	0	100	0	0	0	0	BELMONT	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl24.json	https://www.cityofmelrose.org/sites/g/files/vyhlif3451/f/uploads/natural_hazards_mitigation_plan_public_review_draft_1.pdf	melrose	2018	massachusetts	1	1	72940	305	Natural Hazards Mitigation Plan City of Melrose, Massachusetts Draft March 2019Table of Contents 1.	736	688	54	31	12	3	89	45	44.391	41.496	3.257	1.87	0.724	0.181	5.368	2.714	115	3	22	0	63	29	1	49.356	1.288	9.442	0	27.039	12.446	0.429	BELMONT	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl3.json	https://www.massaudubon.org/content/download/12560/file/MassAudubon_LosingGround5_FINAL_medres.pdf	boston	2013	massachusetts	1	1	16165	32	LosinG Ground Planning for Resilience Patterns of development and their impact on the nature of Mas	7	16	2	0	0	0	1	0	26.923	61.538	7.692	0	0	0	3.846	0	1	0	0	0	0	0	0	100	0	0	0	0	0	0	BELMONT	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl34.json	http://friendsofalewifereservation.org/2014-04-02-Belmont-Uplands-History-Anne-Marie-Lambert.pdf	belmont	2014	massachusetts	1	1	2869	62	Belmont Uplands: History, Relevance A Belmont Perspective on Some Regional Issues Anne-Marie Lamber	8	14	0	0	2	0	1	0	32	56	0	0	8	0	4	0	0	0	5	0	3	0	0	0	0	62.5	0	37.5	0	0	BELMONT	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl30.json	https://www.cityofboston.gov/images_documents/Section%204%20OSP1521%20Env%20Inventory_tcm3-48430.pdf	boston	2015	massachusetts	1	1	20464	73	Open Space Plan 2015-2021 Section 4 Environmental Inventory & AnalysisSection 4 Environmental Inven	95	64	4	1	0	2	7	1	54.598	36.782	2.299	0.575	0	1.149	4.023	0.575	0	0	20	0	3	0	0	0	0	86.957	0	13.043	0	0	BELMONT	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl33.json	https://www.mapc.org/wp-content/uploads/2022/11/2022_Nov_ExDir-Report.pdf	boston	2022	massachusetts	1	1	9087	22	Executive Director’s Report Mid-September through Mid-November Submitted to the Executive Committee	11	5	1	3	0	0	2	0	50	22.727	4.545	13.636	0	0	9.091	0	10	0	9	5	15	0	0	25.641	0	23.077	12.821	38.462	0	0	BELMONT	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl38.json	https://greenribboncommission.org/wp-content/uploads/2023/03/BGR-Shared-History_%C6%92inal_IA.pdf	boston	2019	massachusetts	1	1	11739	32	Our Shared History Using Boston’s Climate Opportunities to Address Systemic RacismAcknowledgements 	19	2	6	3	2	1	2	1	52.778	5.556	16.667	8.333	5.556	2.778	5.556	2.778	1	0	21	0	0	0	0	4.545	0	95.455	0	0	0	0	BELMONT	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl36.json	https://cambridgecf.org/wp-content/uploads/2017/04/Cambridge-Needs-Assessment-20170123.pdf	cambridge	2014	massachusetts	1	1	28544	107	CITY OF CAMBRIDGE Community Needs Assessment January 25, 2017 Prepared by TDCTable of Contents Exec	5	1	0	1	0	0	0	0	71.429	14.286	0	14.286	0	0	0	0	2	0	119	51	81	1	0	0.787	0	46.85	20.079	31.89	0.394	0	BELMONT	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl40.json	https://ebcne.org/wp-content/uploads/2019/08/01-08-20-MASTER-Program-Series-with-DEP-Headquarters.pdf	boston	2020	massachusetts	1	1	4051	91	EBC Program Series with MassDEP Leadership: Headquarters Leadership TeamWelcome David Young Program	4	10	1	7	2	0	2	0	15.385	38.462	3.846	26.923	7.692	0	7.692	0	3	0	3	0	4	0	0	30	0	30	0	40	0	0	BELMONT	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl39.json	https://www.boston.gov/sites/default/files/file/2023/07/Section%204.pdf	boston	2023	massachusetts	1	1	15834	35	SECTION 4 ENVIRONMENTAL INVENTORY & ANALYSISSECTION 4 – ENVIRONMENTAL INVENTORY & ANALYSIS SECTION 	74	42	2	0	0	1	4	1	59.677	33.871	1.613	0	0	0.806	3.226	0.806	0	0	14	0	0	0	0	0	0	100	0	0	0	0	BELMONT	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl65.json	http://envision.cambridgema.gov/wp-content/uploads/2019/06/201906_EnvisionCambridge-Final-Report.pdf	cambridge	2017	massachusetts	1	1	45376	214	Envision Cambridge A plan for the future of the city City of CambridgeEnvision Cambridge Dear Cambr	26	26	13	9	0	0	5	0	32.911	32.911	16.456	11.392	0	0	6.329	0	56	0	93	8	78	0	0	23.83	0	39.574	3.404	33.191	0	0	BELMONT	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
belmonturl7.json	https://www.clf.org/wp-content/uploads/2018/01/GRC_CLF_Report_R8.pdf	boston	2017	massachusetts	1	1	31836	64	Climate Adaptation and Liability: A Legal Primer and Workshop Summary Report JANUARY 2018This repor	132	67	2	0	3	0	5	1	62.857	31.905	0.952	0	1.429	0	2.381	0.476	130	0	25	0	1	0	0	83.333	0	16.026	0	0.641	0	0	BELMONT	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl10.json	https://www.tbf.org/-/media/tbf/reports-and-covers/2022/november/climate-report-supplement-3.pdf	boston	2022	massachusetts	1	1	25412	47	The Boston Climate Progress Report: DEFENDING THE WATERFRONT: BUILDING A RESILIENT COASTLINE FO R B	186	80	6	0	0	0	6	0	66.906	28.777	2.158	0	0	0	2.158	0	4	0	2	8	0	0	0	28.571	0	14.286	57.143	0	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl12.json	http://envision.cambridgema.gov/wp-content/uploads/2016/08/Cambridge_November2015_FINAL-web.pdf	cambridge	2015	massachusetts	1	1	12871	40	ehT tropeR Climate Change Vulnerability Assessment November 2015 City of Cambridge, Massachusetts 1	155	75	36	8	3	1	10	0	53.819	26.042	12.5	2.778	1.042	0.347	3.472	0	1	0	2	0	2	0	0	20	0	40	0	40	0	0	BOSTON	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl13.json	https://greenribboncommission.org/wp-content/uploads/2022/06/GBRAG_report_05312022@1915.pdf	boston	2019	massachusetts	1	1	67639	142	Climate Change Impacts and Projections for the Greater Boston Area EllEn Douglas, PhD, Paul KirshEn	905	353	53	39	0	1	37	4	65.014	25.359	3.807	2.802	0	0.072	2.658	0.287	7	0	46	1	4	0	0	12.069	0	79.31	1.724	6.897	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl21.json	https://www.bu.edu/igs/files/2023/09/DSI-2023-Final-CCBUMC-Annotated.pdf	boston	2023	massachusetts	1	1	5201	14	Maleyeff et al University Climate Change Risk Assessment DECISION SCIENCES INSTITUTE Climate Change	30	20	6	7	3	1	2	0	43.478	28.986	8.696	10.145	4.348	1.449	2.899	0	0	0	5	2	0	0	0	0	0	71.429	28.571	0	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl19.json	https://www.abettercity.org/docs-new/extreme%20heat%20primer%2051123.pdf	boston	2022	massachusetts	1	1	6953	19	PRIMER | MAY 2023 ADDRESSING EXTREME HEAT IN BOSTON: ENGAGING THE BUSINESS COMMUNITY IN HEAT RESILI	5	10	97	3	3	0	1	0	4.202	8.403	81.513	2.521	2.521	0	0.84	0	5	0	2	0	0	0	0	71.429	0	28.571	0	0	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl2.json	https://www.umb.edu/media/umassboston/editor-uploads/sustainable-solutions-lab/documents/Who-Counts-In-Climate-Resilience-Web.pdf	boston	2021	massachusetts	1	1	6934	31	Who Counts in Climate Resilience? Transient Populations and Climate Resilience in Boston and Cape C	7	44	5	0	0	0	4	0	11.667	73.333	8.333	0	0	0	6.667	0	0	0	34	22	5	0	0	0	0	55.738	36.066	8.197	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl18.json	https://www.clf.org/wp-content/uploads/2019/02/CLF_Ch91ClimateReport_Final2.pdf	boston	2016	massachusetts	1	1	22058	62	Climate Change & the Massachusetts Public Waterfront Act A Report on the Future Challenges and Oppo	375	39	0	2	0	0	12	0	87.617	9.112	0	0.467	0	0	2.804	0	0	0	5	0	1	0	0	0	0	83.333	0	16.667	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl22.json	https://www.bostonharbornow.org/wp-content/uploads/2017/12/FOR-RELEASE-Bostons-Working-Port-A-Foundation-for-Innovation-v1-24.pdf	boston	2017	massachusetts	1	1	19178	43	January 2018 B W O O S R T K I O A F O N N U ’ N D G S A T I O P N F O O R I N R N T O : V A T I O 	300	139	0	0	11	21	0	1	63.559	29.449	0	0	2.331	4.449	0	0.212	0	0	5	20	0	0	0	0	0	20	80	0	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl24.json	https://www.bwsc.org/sites/default/files/2023-02/BWSC%20Coastal%20Stormwater%20Discharge%20Analysis%20-%20Final%20Report.pdf	boston	2023	massachusetts	1	1	46170	196	Hazen and Sawyer 24 Federal Street, 5th Floor Boston, MA 02110 • 617.574.4747 Coastal Stormwater Di	661	710	0	0	4	3	28	0	47.013	50.498	0	0	0.284	0.213	1.991	0	0	0	10	0	5	0	0	0	0	66.667	0	33.333	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl27.json	http://www.mapc.org/wp-content/uploads/2019/03/Brookline-final-plan.pdf	brookline	2010	massachusetts	1	1	19792	73	Town of Brookline Climate Vulnerability Assessment and Action Plan December 2017 Prepared for Town 	285	137	79	21	10	0	17	2	51.724	24.864	14.338	3.811	1.815	0	3.085	0.363	4	0	11	0	35	0	0	8	0	22	0	70	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl3.json	https://www.boston.gov/sites/default/files/imce-uploads/2017-01/crb_-_focus_area_va.pdf	boston	2015	massachusetts	1	1	22761	31	MAYOR MARTIN J. WALSH Each of these hazards impacts the city’s people, buildings, infrastructure, e	187	163	52	15	2	0	5	0	44.104	38.443	12.264	3.538	0.472	0	1.179	0	1	0	8	3	0	0	0	8.333	0	66.667	25	0	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl40.json	https://s3.amazonaws.com/somervillema-live/s3fs-public/Somerville_Climate_Change_Vulnerability_Assessment_2023.pdf	somerville	2017	massachusetts	1	1	5883	32	2023 Climate Change Vulnerability Assessment Update CITY OF SOMERVILLE CLIMATE FORWARD Page 0 of 31	138	110	20	0	0	0	24	0	47.26	37.671	6.849	0	0	0	8.219	0	0	0	0	0	1	0	0	0	0	0	0	100	0	0	BOSTON	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl48.json	https://www.nrcc.cornell.edu/workshops/oct_2019_precip/boston.pdf	boston	2018	massachusetts	1	1	541	20	CLIMATE READY BOSTON Results from Boston Research Advisory Group (BRAG) Ellen Douglas, PE, PhD Paul	11	15	2	0	0	0	4	0	34.375	46.875	6.25	0	0	0	12.5	0	0	0	5	0	1	0	0	0	0	83.333	0	16.667	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl43.json	https://cdn.branchcms.com/GB7r14nbKy-1182/docs/ComDev/Presented-for-adoption.Revere-Hazard-Mitigation-Plan-2022-Update_2021-12-15.pdf	revere	2021	massachusetts	1	1	58311	230	The City of Revere, Massachusetts Hazard Mitigation Plan – 2022 Update The City of RevereHazard Mit	722	576	10	0	0	0	106	47	49.418	39.425	0.684	0	0	0	7.255	3.217	125	0	24	0	45	13	0	60.386	0	11.594	0	21.739	6.28	0	BOSTON	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl55.json	https://sustainablebuildingsinitiative.org/assets/images/FINAL%20Climate%20Resilience%20Template%20for%20Buildings%2003.07.19.pdf	boston	2018	massachusetts	1	1	9891	32	Climate Resilience Template for Buildings ABOUT THIS TEMPLATE This template serves as a guide for c	120	50	22	1	5	0	7	0	58.537	24.39	10.732	0.488	2.439	0	3.415	0	0	0	2	0	2	0	0	0	0	50	0	50	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl72.json	https://cssh.northeastern.edu/bari/wp-content/uploads/sites/30/2021/09/BARI_Mayor-White-Paper-Energy13068.pdf	boston	2019	massachusetts	1	1	3806	7	HOW THE NEXT MAYOR CAN ACCELERATE BOSTON’S EQUITABLE CLEAN ENERGY TRANSITION RISKS FACING THE CITY 	1	1	1	0	0	0	1	0	25	25	25	0	0	0	25	0	0	0	2	0	1	0	0	0	0	66.667	0	33.333	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl67.json	https://www.fema.gov/sites/default/files/documents/fema_PDMC-PJ-01-MA-2018-008-Boston-Fort-Point-Draft-EA_112021.pdf	boston	2021	massachusetts	1	1	32529	99	Draft Environmental Assessment City of Boston Resilient Fort Point Channel Infrastructure Project C	539	53	1	11	1	23	7	0	84.882	8.346	0.157	1.732	0.157	3.622	1.102	0	0	0	35	0	3	0	0	0	0	92.105	0	7.895	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl9.json	https://www.cambridgema.gov/-/media/Files/CDD/Climate/vulnerabilityassessment/finalreport_ccvapart2_mar2017_final2_web.pdf	cambridge	2017	massachusetts	1	1	5500	22	ehT tropeR Climate Change Vulnerability Assessment February 2017 City of Cambridge, Massachusetts 2	227	55	1	0	1	1	8	0	77.474	18.771	0.341	0	0.341	0.341	2.73	0	0	0	2	0	0	0	0	0	0	100	0	0	0	0	BOSTON	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl86.json	http://ctps.org/data/images/Pages/lrtp-dev/LRTP_Memo_NA_Recommendations_11.16.pdf	boston	2018	massachusetts	1	1	16573	51	TECHNICAL MEMORANDUM DATE: November 15, 2018 TO: Boston Region Metropolitan Planning Organization F	5	5	0	22	3	0	1	0	13.889	13.889	0	61.111	8.333	0	2.778	0	0	0	11	0	29	0	0	0	0	27.5	0	72.5	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
bostonurl90.json	https://www.mass.gov/doc/boston-climate-ready-boston/download	boston	2016	massachusetts	1	1	108549	199	CLIMATE READY BOSTON FINAL REPORT MAYOR MARTIN J. WALSH DECEMBER 2016December 2016 Dear Neighbors, 	811	557	140	19	3	2	18	0	52.323	35.935	9.032	1.226	0.194	0.129	1.161	0	17	0	17	6	52	0	0	18.478	0	18.478	6.522	56.522	0	0	BOSTON	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE
brooklineurl19.json	https://www.rosekennedygreenway.org/wp-content/uploads/2021/03/Greenway-Conservancy-FY20-Annual-Report.pdf	boston	2020	massachusetts	1	1	3966	12	ROSE KENNEDY GREENWAY CONSERVANCY A N N U A L R E P O R T 2 0 2 0Dear Friends, In the extraordinary	0	5	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BROOKLINE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NC	INCLUDE	More of a built environment thing but still relevant I think	NA	TRUE	TRUE
brooklineurl15.json	https://www.abettercity.org/docs-new/2023%20year%20in%20review%20final%201.9.24%20%20%20cc.pdf	boston	2023	massachusetts	1	1	6345	26	WELCOME OFFICERS A Better City Members and Stakeholders: James M. Tierney In 2023, A Better City wo	2	4	11	1	2	0	0	0	10	20	55	5	10	0	0	0	12	0	1	0	3	1	0	70.588	0	5.882	0	17.647	5.882	0	BROOKLINE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NC	INCLUDE		NA	TRUE	TRUE
brooklineurl11.json	https://www.cityofboston.gov/images_documents/a%20climate%20of%20progress%20-%20cap%20update%202011_tcm3-25020.pdf	boston	2010	massachusetts	1	1	20367	44	A Climate of Progress City of Boston Climate Action Plan Update 2011 TROPER ETADPU APRIL 2011RETTEL	11	32	10	76	1	1	2	0	8.271	24.06	7.519	57.143	0.752	0.752	1.504	0	8	0	8	0	12	0	0	28.571	0	28.571	0	42.857	0	0	BROOKLINE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NC	INCLUDE		NA	TRUE	TRUE
brooklineurl31.json	https://www.clf.org/wp-content/uploads/2023/12/DPU-20-80-B-Order-12.6.2313.pdf	boston	2022	massachusetts	1	1	36332	140	The Commonwealth of Massachusetts —— DEPARTMENT OF PUBLIC UTILITIES D.P.U. 20-80-B December 6, 2023	0	5	0	91	0	5	0	1	0	4.902	0	89.216	0	4.902	0	0.98	12	0	2	0	7	0	0	57.143	0	9.524	0	33.333	0	0	BROOKLINE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NC	INCLUDE		NA	TRUE	TRUE
brooklineurl38.json	https://www.massport.com/sites/default/files/2023-10/bos-rwy-27-end-rsa_dea-feir_121522.pdf	boston	2022	massachusetts	1	1	151791	486	DRAFT ENVIRONMENTAL ASSESSMENT/ FINAL ENVIRONMENTAL IMPACT REPORT EEA# 16433 Runway 27 End Runway S	261	307	18	265	7	18	9	1	29.458	34.65	2.032	29.91	0.79	2.032	1.016	0.113	1	0	142	0	115	0	1	0.386	0	54.826	0	44.402	0	0.386	BROOKLINE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NC	INCLUDE	East Boston centric 	NA	TRUE	TRUE
brooklineurl5.json	https://www.cambridgema.gov/-/media/Files/CDD/Climate/vulnerabilityassessment/newdocumentsapril2017/sealevelriseandstormsurgevulnerabilityassessment_20170426.pdf	cambridge	2017	massachusetts	1	1	18106	71	Sea Level Rise and Coastal Storm Surge Vulnerability Assessment Climate Change Vulnerability Assess	683	65	4	0	5	6	1	0	89.398	8.508	0.524	0	0.654	0.785	0.131	0	0	0	1	0	0	0	0	0	0	100	0	0	0	0	BROOKLINE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	NA	NC	INCLUDE		NA	TRUE	TRUE
brooklineurl8.json	https://s3.amazonaws.com/somervillema-live/s3fs-public/Final_Somerville_CAP_REV042424_Online.pdf	somerville	2023	massachusetts	1	1	23840	96	MAYOR KATJANA BALLANTYNE CLIMATE FORWARD City of Somerville Community Climate Action Plan UPDATED A	50	46	30	73	4	0	4	1	24.038	22.115	14.423	35.096	1.923	0	1.923	0.481	8	0	50	4	26	0	0	9.091	0	56.818	4.545	29.545	0	0	BROOKLINE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	NA	NC	INCLUDE		NA	TRUE	TRUE
cambridgeurl10.json	http://rwinters.com/council/022822M15b.pdf	cambridge	2019	massachusetts	1	1	15278	83	CITY OF CAMBRIDGE Climate Resilience Zoning Task Force February 2022 1Executive Summary Over the co	184	33	11	3	3	1	6	0	76.349	13.693	4.564	1.245	1.245	0.415	2.49	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	CAMBRIDGE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
cambridgeurl11.json	https://globalchange.mit.edu/sites/default/files/MITJPSPGC_Rpt358.pdf	cambridge	2018	massachusetts	1	1	5245	9	Report 358 March 2022 Assessing the Changing Risk of Flood-producing Events in Cambridge Xiang Gao 	27	13	3	0	0	0	1	0	61.364	29.545	6.818	0	0	0	2.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMBRIDGE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
cambridgeurl1.json	https://www.mass.gov/files/documents/2023/10/10/2023%20ResilientMass%20Plan_10.10.23%20508.pdf	boston	2023	massachusetts	1	1	114519	362	This page intentionally left blank. ResilientMass Plan: 2023 MA State Hazard Mitigation and Climate	744	480	83	36	22	21	169	88	45.283	29.215	5.052	2.191	1.339	1.278	10.286	5.356	24	0	115	8	54	0	0	11.94	0	57.214	3.98	26.866	0	0	CAMBRIDGE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
cambridgeurl2.json	https://www.boston.gov/sites/default/files/document-file-12-2016/brag_report_-_final.pdf	boston	2015	massachusetts	1	1	35467	60	CLIMATE READY BOSTON CLIMATE READY BOSTON Climate Change and Sea Level Rise Projections for Boston 	327	271	75	19	0	2	25	0	45.48	37.691	10.431	2.643	0	0.278	3.477	0	3	0	9	0	0	0	0	25	0	75	0	0	0	0	CAMBRIDGE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
cambridgeurl3.json	https://www.cambridgema.gov/-/media/Files/CDD/Climate/resilientcambridge/betterbuildingstechnicalreport.pdf	cambridge	2021	massachusetts	1	1	9497	35	Better B Buildings Technical Report RESILIENT CAMBRIDGETable of Contents 1. Introduction 3 2. Build	204	73	40	0	6	2	5	0	61.818	22.121	12.121	0	1.818	0.606	1.515	0	0	0	3	0	0	0	0	0	0	100	0	0	0	0	CAMBRIDGE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
cambridgeurl39.json	https://budget.digital.mass.gov/capital/fy22/static/fy22capitalplanma-1f0e4f0f764fba6fe8e77b44d58564e6.pdf	boston	2022	massachusetts	1	1	18590	55	Commonwealth of Massachusetts F Y 2022–2026 ISCAL EAR Five-Year Capital Investment Plan June 14, 20	11	10	0	1	6	0	1	0	37.931	34.483	0	3.448	20.69	0	3.448	0	0	0	3	0	0	0	0	0	0	100	0	0	0	0	CAMBRIDGE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE		INCLUDE		INCLUDE	TRUE	TRUE
