file_name	url	most_common_town	most_mentioned_year	ma_url	org_url	has_mass	has_climate	total_words	total_pages	flood_count	storm_count	heat_count	air_pollution_count	indoor_air_quality_count	chemical_hazards_count	extreme_precipitation_count	fire_count	flood_percent	storm_percent	heat_percent	air_pollution_percent	indoor_air_quality_percent	chemical_hazards_percent	extreme_precipitation_percent	fire_percent	workshop_count	mapping_count	focus_group_count	interview_count	survey_count	community_meeting_count	small_group_meeting_count	information_count	workshop_percent	mapping_percent	focus_group_percent	interview_percent	survey_percent	community_meeting_percent	small_group_meeting_percent	information_percent	town_name	towns_match
arlingtonurl42.json	https://dot.ca.gov/-/media/dot-media/programs/research-innovation-system-information/documents/final-reports/task_3725-a11y.pdf	Arlington	2019	0	1	1	1	19022	68	117	13	3	0	0	0	2	8	81.818	9.091	2.098	0	0	0	1.399	5.594	1	0	0	0	8	0	0	0	11.111	0	0	0	88.889	0	0	0	ARLINGTON	TRUE
arlingtonurl45.json	https://arlingtonlandtrust.org/wp-content/uploads/2020/01/2016_Fall_ALT_Newsletter_web.pdf	Arlington	2015	0	1	1	1	4852	8	10	10	1	0	0	1	4	0	38.462	38.462	3.846	0	0	3.846	15.385	0	1	0	0	0	1	0	0	0	50	0	0	0	50	0	0	0	ARLINGTON	TRUE
arlingtonurl59.json	https://www.pvpc.org/sites/default/files/doc-municipal-vulnerability-preparedness3856.pdf	Arlington	2019	0	1	1	1	7949	51	43	66	1	1	2	1	14	11	30.935	47.482	0.719	0.719	1.439	0.719	10.072	7.914	45	2	0	0	0	0	8	0	81.818	3.636	0	0	0	0	14.545	0	ARLINGTON	TRUE
arlingtonurl7.json	https://www.astho.org/globalassets/pdf/extreme-weather-and-climate-readiness-toolkit.pdf	Arlington	2012	0	1	1	1	32270	114	48	245	37	89	8	31	25	16	9.619	49.098	7.415	17.836	1.603	6.212	5.01	3.206	2	0	0	0	19	0	0	0	9.524	0	0	0	90.476	0	0	0	ARLINGTON	TRUE
belmonturl2.json	https://www.springfield-ma.gov/dpw/fileadmin/images/Projects/X_Planning_Study/16740_EENF_Reconstruction_of_Sumner_Avenue_at_Dickinson_Street_and_Belmont_Avenue__The_X__Springfield.pdf	Belmont	2023	1	1	1	1	8721	24	2	25	5	10	4	3	0	0	4.082	51.02	10.204	20.408	8.163	6.122	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	BELMONT	TRUE
bostonurl10.json	https://www.tbf.org/-/media/tbf/reports-and-covers/2022/november/climate-report-supplement-3.pdf	Boston	2022	0	1	1	1	25412	47	186	80	6	0	0	0	6	0	66.906	28.777	2.158	0	0	0	2.158	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	BOSTON	TRUE
bostonurl11.json	https://www.cityofboston.gov/images_documents/Building_Resilience_in_Boston_FINAL_tcm3-40185.pdf	Boston	2013	0	1	1	1	37537	117	258	389	41	7	19	2	16	4	35.054	52.853	5.571	0.951	2.582	0.272	2.174	0.543	0	0	0	19	9	2	2	0	0	0	0	59.375	28.125	6.25	6.25	0	BOSTON	TRUE
bostonurl13.json	https://greenribboncommission.org/wp-content/uploads/2022/06/GBRAG_report_05312022@1915.pdf	Boston	2019	0	1	1	1	67639	142	912	353	53	39	0	2	37	4	65.143	25.214	3.786	2.786	0	0.143	2.643	0.286	0	0	0	0	14	0	4	0	0	0	0	0	77.778	0	22.222	0	BOSTON	TRUE
bostonurl14.json	https://www.massgeneral.org/assets/mgh/pdf/community-health/cchi/2022_chna_rreport.pdf	Boston	2020	0	1	1	1	21884	84	1	2	1	3	0	0	1	0	12.5	25	12.5	37.5	0	0	12.5	0	0	0	41	6	104	0	11	0	0	0	25.309	3.704	64.198	0	6.79	0	BOSTON	TRUE
bostonurl17.json	https://www.mapc.org/wp-content/uploads/2017/11/MAGIC-Climate-Resilience-Plan_VA-and-Strategies_112017.pdf	Boston	2016	0	1	1	1	47680	176	257	164	56	47	5	21	53	1	42.55	27.152	9.272	7.781	0.828	3.477	8.775	0.166	1	0	0	0	22	1	19	0	2.326	0	0	0	51.163	2.326	44.186	0	BOSTON	TRUE
bostonurl18.json	https://www.clf.org/wp-content/uploads/2019/02/CLF_Ch91ClimateReport_Final2.pdf	Boston	2016	0	1	1	1	22058	62	380	39	0	2	0	1	12	0	87.558	8.986	0	0.461	0	0.23	2.765	0	0	0	0	0	3	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl2.json	https://www.umb.edu/media/umassboston/editor-uploads/sustainable-solutions-lab/documents/Who-Counts-In-Climate-Resilience-Web.pdf	Boston	2021	0	1	1	1	6934	31	7	44	5	0	0	0	5	0	11.475	72.131	8.197	0	0	0	8.197	0	0	0	0	11	31	0	0	0	0	0	0	26.19	73.81	0	0	0	BOSTON	TRUE
bostonurl20.json	https://www.bostonfed.org/-/media/Documents/Workingpapers/PDF/2022/neppcrr2202.pdf	Boston	2022	0	1	1	1	5870	21	6	7	3	0	0	0	2	0	33.333	38.889	16.667	0	0	0	11.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl21.json	https://www.bu.edu/igs/files/2023/09/DSI-2023-Final-CCBUMC-Annotated.pdf	Boston	2023	0	1	1	1	5201	14	30	20	6	7	3	1	2	0	43.478	28.986	8.696	10.145	4.348	1.449	2.899	0	0	0	0	0	3	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl22.json	https://www.bostonharbornow.org/wp-content/uploads/2017/12/FOR-RELEASE-Bostons-Working-Port-A-Foundation-for-Innovation-v1-24.pdf	Boston	2017	0	1	1	1	19178	43	300	139	0	0	11	24	0	2	63.025	29.202	0	0	2.311	5.042	0	0.42	0	0	0	8	0	0	0	0	0	0	0	100	0	0	0	0	BOSTON	TRUE
bostonurl23.json	https://www.nature.org/content/dam/tnc/nature/en/documents/Report-MA-Equitable-Sustainable-Climate-Funding.pdf	Boston	2021	0	1	1	1	10261	23	3	6	1	0	0	0	0	0	30	60	10	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	86.667	0	13.333	0	BOSTON	TRUE
bostonurl24.json	https://www.bwsc.org/sites/default/files/2023-02/BWSC%20Coastal%20Stormwater%20Discharge%20Analysis%20-%20Final%20Report.pdf	Boston	2023	0	1	1	1	46170	196	728	710	0	0	4	3	28	0	49.423	48.201	0	0	0.272	0.204	1.901	0	0	0	0	0	8	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl26.json	https://noharm-uscanada.org/sites/default/files/documents-files/6804/Metro%20Boston%20Health%20Care%20Energy%20Analytics%202011-2019_2.pdf	Boston	2011	0	1	1	1	2631	9	0	4	0	20	1	0	0	0	0	16	0	80	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	100	0	BOSTON	TRUE
bostonurl27.json	http://www.mapc.org/wp-content/uploads/2019/03/Brookline-final-plan.pdf	Boston	2010	0	1	1	1	19792	73	285	137	79	21	10	3	18	3	51.259	24.64	14.209	3.777	1.799	0.54	3.237	0.54	0	0	0	0	1	1	4	0	0	0	0	0	16.667	16.667	66.667	0	BOSTON	TRUE
bostonurl28.json	https://www.massaudubon.org/content/download/21633/file/mass-audubon_state-of-the-birds-2017-report.pdf	Boston	2015	0	1	1	1	23039	52	69	40	7	0	0	5	4	2	54.331	31.496	5.512	0	0	3.937	3.15	1.575	0	0	0	0	6	0	1	0	0	0	0	0	85.714	0	14.286	0	BOSTON	TRUE
bostonurl30.json	https://ebcne.org/wp-content/uploads/2018/06/06-22-18-MASTER-Climate-Change-Program-The-Boston-Harbor-Barrier-Study.pdf	Boston	2018	0	1	1	1	3899	109	29	14	0	0	0	2	0	0	64.444	31.111	0	0	0	4.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl34.json	https://www.mma.org/wp-content/uploads/2020/02/AM20_Climate_Mansfield.pdf	Boston	2018	1	1	1	1	1533	29	12	11	1	1	0	0	4	1	40	36.667	3.333	3.333	0	0	13.333	3.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl35.json	https://ltsscenter.org/reports/The_Impact_of_Climate_Change_Why_Older_Adults_are_Vulnerable.pdf	Boston	2018	0	1	1	1	6600	20	4	38	12	3	0	0	4	2	6.349	60.317	19.048	4.762	0	0	6.349	3.175	0	0	0	0	6	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl36.json	https://massland.org/sites/default/files/files/climate_and_environmental_policy_briefing_book_2022.pdf	Boston	2020	0	1	1	1	27348	68	42	46	6	30	4	31	25	13	21.32	23.35	3.046	15.228	2.03	15.736	12.69	6.599	0	0	0	0	1	0	2	0	0	0	0	0	33.333	0	66.667	0	BOSTON	TRUE
bostonurl37.json	https://research.fit.edu/media/site-specific/researchfitedu/coast-climate-adaptation-library/united-states/east-coast/new-england/Hamin-et-al.-2014.-Adaptation-Barriers-In-Coastal-Massachusetts.pdf	Boston	2010	0	1	1	1	9714	14	0	3	0	1	0	0	0	0	0	75	0	25	0	0	0	0	1	0	0	0	5	0	2	0	12.5	0	0	0	62.5	0	25	0	BOSTON	TRUE
bostonurl38.json	https://www.greenribboncommission.org/wp-content/uploads/2018/05/Feasibility-of-Harbor-wide-Barriers-Report.pdf	Boston	2016	0	1	1	1	104255	250	1128	359	5	3	0	13	22	0	73.725	23.464	0.327	0.196	0	0.85	1.438	0	0	0	2	0	11	0	1	0	0	0	14.286	0	78.571	0	7.143	0	BOSTON	TRUE
bostonurl39.json	https://elizabethcitync.gov/vertical/sites/%7B81CF1C17-216A-4959-BE57-0B405379B891%7D/uploads/NC_Program_Application_WSE.pdf	Boston	2023	0	1	1	1	11338	41	114	68	2	0	1	1	8	0	58.763	35.052	1.031	0	0.515	0.515	4.124	0	8	0	0	1	0	1	2	0	66.667	0	0	8.333	0	8.333	16.667	0	BOSTON	TRUE
bostonurl4.json	https://www.umb.edu/media/umassboston/content-assets/documents/Report-Learning-From-MVP-Greater-Boston-2022-05-24.pdf	Boston	2021	0	1	1	1	23026	54	66	32	10	10	0	0	4	0	54.098	26.23	8.197	8.197	0	0	3.279	0	64	0	0	4	2	5	3	0	82.051	0	0	5.128	2.564	6.41	3.846	0	BOSTON	TRUE
bostonurl41.json	https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2019_inquiry_mystic_river_climate_equity_rappaport.pdf	Boston	2019	0	1	1	1	9348	28	55	43	5	2	1	2	7	1	47.414	37.069	4.31	1.724	0.862	1.724	6.034	0.862	4	0	0	0	0	3	0	0	57.143	0	0	0	0	42.857	0	0	BOSTON	TRUE
bostonurl42.json	https://www.sec.gov/comments/climate-disclosure/cll12-8915187-244762.pdf	Boston	2019	0	1	1	1	28066	62	39	25	4	1	0	1	11	5	45.349	29.07	4.651	1.163	0	1.163	12.791	5.814	3	0	0	1	9	3	1	0	17.647	0	0	5.882	52.941	17.647	5.882	0	BOSTON	TRUE
