file_name	url	most_common_town	most_mentioned_year	ma_url	relevant	total_words	total_pages	flood_count	storm_count	heat_count	air_pollution_count	indoor_air_quality_count	chemical_hazards_count	extreme_precipitation_count	fire_count	flood_percent	storm_percent	heat_percent	air_pollution_percent	indoor_air_quality_percent	chemical_hazards_percent	extreme_precipitation_percent	fire_percent	workshop_count	mapping_count	focus_group_count	interview_count	survey_count	community_meeting_count	small_group_meeting_count	information_count	workshop_percent	mapping_percent	focus_group_percent	interview_percent	survey_percent	community_meeting_percent	small_group_meeting_percent	information_percent	town_name	towns_match
bostonurl7.json	https://www.childrenshospital.org/sites/default/files/2024-03/hospital-climate-resilience-plan.pdf	Boston	2023	0	1	5409	20	15	35	9	0	1	0	1	1	24.2	56.5	14.5	0	1.6	0	1.6	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl70.json	https://ntrs.nasa.gov/api/citations/20205011374/downloads/2020Fall_MA_CharlesRiverWatershedWater_ProjectSummary_FD-final.docx.pdf	Boston	2020	0	1	1479	5	54	1	0	0	0	0	3	0	93.1	1.7	0	0	0	0	5.2	0	0	0	0	0	3	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl72.json	https://cssh.northeastern.edu/bari/wp-content/uploads/sites/30/2021/09/BARI_Mayor-White-Paper-Energy13068.pdf	Boston	2019	0	1	3806	7	1	1	1	0	0	0	1	0	25	25	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl74.json	https://climate-xchange.org/wp-content/uploads/2018/08/Investing-in-a-Better-Massachusetts-Conversations-with-Frontline-Organizations-on-Connecting-Climate-and-Community-Priorities_website.pdf	Boston	2020	0	1	17865	54	2	4	0	14	4	1	0	0	8	16	0	56	16	4	0	0	0	0	0	21	14	0	0	0	0	0	0	60	40	0	0	0	BOSTON	TRUE
bostonurl75.json	https://www.bluecrossma.org/sites/g/files/csphws1866/files/acquiadam-assets/2022-Citizenship-Report-BCBSMA.pdf	Boston	2022	0	1	6441	39	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	2	0	0	0	0	0	1	0	66.7	0	0	0	0	0	33.3	0	BOSTON	TRUE
bostonurl78.json	https://eeaonline.eea.state.ma.us/EEA/emepa/mepadocs/2020/122320em/sc/enf/16277%20ENF%20Dorchester%20Bay%20City%20with%20comments.pdf	Boston	2020	1	1	61614	152	214	167	1	60	35	3	7	3	43.7	34.1	0.2	12.2	7.1	0.6	1.4	0.6	2	0	0	0	10	0	4	0	12.5	0	0	0	62.5	0	25	0	BOSTON	TRUE
bostonurl8.json	https://resilient.mass.gov/mvp/cms_content/guidelines/20210330Section4ClimateResilienceDesignGuidelinesFinal.pdf	Boston	2017	1	1	4910	16	36	8	1	0	0	0	1	0	78.3	17.4	2.2	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl84.json	https://www.ctps.org/data/transreport/pdf/trpt1115.pdf	Boston	2015	0	1	3173	6	2	1	0	0	0	0	0	0	66.7	33.3	0	0	0	0	0	0	2	0	0	0	0	4	0	0	33.3	0	0	0	0	66.7	0	0	BOSTON	TRUE
bostonurl85.json	https://acgl.community.uaf.edu/wp-content/uploads/sites/618/2021/08/MaioCV_8_11_2021.pdf	Boston	2018	0	1	7264	22	11	45	0	0	0	0	0	0	19.6	80.4	0	0	0	0	0	0	4	0	0	0	3	2	0	0	44.4	0	0	0	33.3	22.2	0	0	BOSTON	TRUE
bostonurl86.json	http://ctps.org/data/images/Pages/lrtp-dev/LRTP_Memo_NA_Recommendations_11.16.pdf	Boston	2018	0	1	16573	51	5	5	0	22	3	6	1	0	11.9	11.9	0	52.4	7.1	14.3	2.4	0	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl87.json	https://www.sierraclub.org/sites/www.sierraclub.org/files/2023-06/202306-June-Newsletter.pdf	Boston	2023	0	1	2085	6	0	1	0	0	0	1	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
burlingtonurl14.json	https://vem.vermont.gov/sites/demhs/files/documents/2018SHMP-VermontProfileHazardAssessment.pdf	Burlington	2016	0	1	6758	16	115	60	6	1	0	0	26	13	52	27.1	2.7	0.5	0	0	11.8	5.9	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	BURLINGTON	TRUE
burlingtonurl15.json	http://www.delancotownship.com/filestorage/7185/7191/14736/Green_Delanco_-_03-02-2023.pdf	Burlington	2021	0	1	871	7	22	6	0	2	0	0	0	0	73.3	20	0	6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BURLINGTON	TRUE
burlingtonurl20.json	https://neep.org/sites/default/files/resources/Green%20Zoning%20Report_Final_0.pdf	Burlington	2019	0	1	8547	28	0	33	1	7	2	5	0	0	0	68.8	2.1	14.6	4.2	10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BURLINGTON	TRUE
burlingtonurl34.json	https://report.firststreet.org/6th-National-Risk-Assessment-Hazardous-Heat.pdf	Burlington	2023	0	1	37158	121	1	4	518	0	0	0	0	1	0.2	0.8	98.9	0	0	0	0	0.2	0	0	0	0	3	0	0	0	0	0	0	0	100	0	0	0	BURLINGTON	TRUE
burlingtonurl47.json	https://repository.library.noaa.gov/view/noaa/31252/noaa_31252_DS1.pdf	Burlington	2017	0	1	3717	6	0	1	1	0	0	0	1	2	0	20	20	0	0	0	20	40	5	0	0	6	0	0	0	0	45.5	0	0	54.5	0	0	0	0	BURLINGTON	TRUE
burlingtonurl68.json	https://www.massport.com/sites/default/files/2023-10/5494-8696-hanscom-espr-scope-certificate.pdf	Burlington	2022	1	1	14700	47	2	8	1	27	1	4	0	2	4.4	17.8	2.2	60	2.2	8.9	0	4.4	1	0	0	2	3	0	0	0	16.7	0	0	33.3	50	0	0	0	BURLINGTON	TRUE
cambridgeurl11.json	https://globalchange.mit.edu/sites/default/files/MITJPSPGC_Rpt358.pdf	Cambridge	2018	0	1	5245	9	27	13	3	0	0	0	1	0	61.4	29.5	6.8	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMBRIDGE	TRUE
cambridgeurl14.json	https://water.ca.gov/-/media/DWR-Website/Web-Pages/Programs/All-Programs/Climate-Change-Program/Climate-Action-Plan/Files/CAP-III-Decision-Scaling-Vulnerability-Assessment.pdf	Cambridge	2014	0	1	29041	107	36	2	2	0	0	3	66	0	33	1.8	1.8	0	0	2.8	60.6	0	0	0	0	0	4	0	3	0	0	0	0	0	57.1	0	42.9	0	CAMBRIDGE	TRUE
cambridgeurl23.json	https://necasc.umass.edu/sites/default/files/2021-11/Staudinger%20et%20al.%202015%20Integrating%20Climate%20Change%20into%20NE%20and%20MW%20SWAPs_0.pdf	Cambridge	2013	0	1	58350	205	101	146	12	1	0	1	61	2	31.2	45.1	3.7	0.3	0	0.3	18.8	0.6	14	0	0	0	8	0	15	0	37.8	0	0	0	21.6	0	40.5	0	CAMBRIDGE	TRUE
cambridgeurl24.json	https://circa.uconn.edu/wp-content/uploads/sites/1618/2019/08/CTPCSAR-Aug2019.pdf	Cambridge	2013	0	1	25929	74	32	109	16	4	0	8	51	1	14.5	49.3	7.2	1.8	0	3.6	23.1	0.5	1	0	0	0	1	0	4	0	16.7	0	0	0	16.7	0	66.7	0	CAMBRIDGE	TRUE
cambridgeurl31.json	https://www.nber.org/system/files/working_papers/w28472/revisions/w28472.rev0.pdf	Cambridge	2018	0	1	27508	77	2	7	5	3	0	0	4	0	9.5	33.3	23.8	14.3	0	0	19	0	0	0	0	0	1	3	3	0	0	0	0	0	14.3	42.9	42.9	0	CAMBRIDGE	TRUE
cambridgeurl35.json	https://www.apa.org/science/about/publications/climate-crisis-action-plan.pdf	Cambridge	2021	0	1	24828	52	2	10	1	2	0	2	3	3	8.7	43.5	4.3	8.7	0	8.7	13	13	3	0	0	0	3	0	2	0	37.5	0	0	0	37.5	0	25	0	CAMBRIDGE	TRUE
cambridgeurl37.json	https://repository.library.noaa.gov/view/noaa/55803/noaa_55803_DS1.pdf	Cambridge	2022	0	1	5528	16	0	2	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	96.9	0	3.1	0	CAMBRIDGE	TRUE
cambridgeurl53.json	https://energy.mit.edu/wp-content/uploads/2018/09/The-Future-of-Nuclear-Energy-in-a-Carbon-Constrained-World.pdf	Cambridge	2017	0	1	122066	275	5	97	62	12	3	68	0	21	1.9	36.2	23.1	4.5	1.1	25.4	0	7.8	15	0	0	16	13	12	3	0	25.4	0	0	27.1	22	20.3	5.1	0	CAMBRIDGE	TRUE
cambridgeurl54.json	https://ceepr.mit.edu/wp-content/uploads/2023/06/MIT-CEEPR-WP-2023-11.pdf	Cambridge	2022	0	1	4691	17	0	7	0	7	0	0	0	2	0	43.8	0	43.8	0	0	0	12.5	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	CAMBRIDGE	TRUE
cambridgeurl6.json	https://www.cakex.org/sites/default/files/documents/Urban_Adaptation_Report_23May2012.pdf	Cambridge	2011	0	1	10475	33	10	14	3	0	0	0	5	0	31.2	43.8	9.4	0	0	0	15.6	0	0	0	0	0	42	0	1	0	0	0	0	0	97.7	0	2.3	0	CAMBRIDGE	TRUE
chelseaurl1.json	https://www.mass.gov/files/documents/2022/03/29/building-resilience-in-massachusetts-designated-port-areas.pdf	Chelsea	2020	1	1	29347	152	997	173	2	0	0	9	104	0	77.6	13.5	0.2	0	0	0.7	8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHELSEA	TRUE
chelseaurl13.json	https://www.epa.gov/system/files/documents/2024-03/massachusetts-pcap.pdf	Chelsea	2023	0	1	37551	147	14	65	1	236	9	18	3	52	3.5	16.3	0.3	59.3	2.3	4.5	0.8	13.1	0	0	0	0	3	1	19	0	0	0	0	0	13	4.3	82.6	0	CHELSEA	TRUE
chelseaurl2.json	https://cms5.revize.com/revize/chelseama/Document_Center/Departments/Housing%20&%20Community%20Development/Environment%20and%20Climate%20Resilience/Eastern%20Avenue%20Climate%20Resilience%20Vision%202023.pdf	Chelsea	2021	0	1	4762	29	73	22	3	1	0	0	0	0	73.7	22.2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	CHELSEA	TRUE
chelseaurl3.json	https://www.mass.gov/files/documents/2018/10/19/2017-2018-mvp-planning-grant-report-chelsea.pdf	Chelsea	2018	1	1	6009	39	87	51	18	4	2	1	5	0	51.8	30.4	10.7	2.4	1.2	0.6	3	0	34	0	0	0	4	0	0	0	89.5	0	0	0	10.5	0	0	0	CHELSEA	TRUE
chelseaurl4.json	https://cms5.revize.com/revize/chelseama/Document_Center/Archive/Planning%20Studies%20and%20Reports/20170215_chelsea_va.pdf	Chelsea	2016	0	1	27495	146	463	108	0	0	1	4	26	0	76.9	17.9	0	0	0.2	0.7	4.3	0	0	0	0	0	1	1	1	0	0	0	0	0	33.3	33.3	33.3	0	CHELSEA	TRUE
chelseaurl42.json	https://www.njit.edu/tab/sites/njit.edu.tab/files/Chelsea-MA%20CWA.pdf	Chelsea	2024	0	1	8490	14	25	10	1	6	2	2	1	1	52.1	20.8	2.1	12.5	4.2	4.2	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHELSEA	TRUE
chelseaurl58.json	http://ww2.arb.ca.gov/sites/default/files/classic/CATPHWG-Extreme-Heat-Meeting-Resources-20240529.pdf	Chelsea	2022	0	1	409	2	0	0	11	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHELSEA	TRUE
chelseaurl80.json	https://www.sandiegocounty.gov/content/dam/sdc/lueg/regional-decarb-frameworkfiles/RDF_Summary_for_Policy_Makers_FINAL_2022.pdf	Chelsea	2021	0	1	11132	36	0	32	0	55	1	0	0	4	0	34.8	0	59.8	1.1	0	0	4.3	1	0	0	0	0	0	1	0	50	0	0	0	0	0	50	0	CHELSEA	TRUE
everetturl1.json	https://cityofeverett.com/wp-content/uploads/2021/10/Everett-HMP-2021-Update_draft-07-22-2021-lr.pdf	Everett	2021	0	1	45839	306	528	369	48	1	2	4	57	13	51.7	36.1	4.7	0.1	0.2	0.4	5.6	1.3	32	0	0	0	42	0	52	0	25.4	0	0	0	33.3	0	41.3	0	EVERETT	TRUE
everetturl9.json	https://eeaonline.eea.state.ma.us/EEA/emepa/mepacerts/2020/sc/enf/16260%20FINAL%20BMT%20Culvert%20Segment%20Replacement%20SKT%20signed.pdf	Everett	2020	1	1	4838	16	24	35	4	5	1	2	0	0	33.8	49.3	5.6	7	1.4	2.8	0	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	EVERETT	TRUE
lexingtonurl1.json	https://www.mass.gov/files/documents/2019/07/11/Lexington%20Report.pdf	Lexington	2019	1	1	20340	79	82	119	5	0	0	10	23	7	33.3	48.4	2	0	0	4.1	9.3	2.8	71	1	0	0	4	4	4	0	84.5	1.2	0	0	4.8	4.8	4.8	0	LEXINGTON	TRUE
lexingtonurl25.json	https://ma-eeac.org/wp-content/uploads/Maggie-Peard-Mass-Save-3YP-Public-Comment.pdf	Lexington	(None, None)	0	1	493	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LEXINGTON	TRUE
lexingtonurl3.json	https://www.maine.gov/future/sites/maine.gov.future/files/inline-files/ERG_MCC_AssessingImpactsClimateChangeMaine_Summary_11.25.20.pdf	Lexington	2020	1	1	13283	35	148	14	15	9	2	3	9	3	72.9	6.9	7.4	4.4	1	1.5	4.4	1.5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	100	0	LEXINGTON	TRUE
lexingtonurl55.json	https://eeaonline.eea.state.ma.us/EEA/emepa/mepacerts/2020/sc/eir/FINAL%2016097%20NPC%20DEIR%20Waltham%20High%20School%20WALTHAM%20SKT%20signed%20wo%20comments.pdf	Lexington	2020	1	1	11248	22	9	27	1	32	7	0	2	1	11.4	34.2	1.3	40.5	8.9	0	2.5	1.3	0	0	0	0	5	1	0	0	0	0	0	0	83.3	16.7	0	0	LEXINGTON	TRUE
lexingtonurl60.json	https://coast.noaa.gov/data/digitalcoast/pdf/coastal-resource-management-survey.pdf	Lexington	2013	0	1	28784	101	125	41	0	0	0	1	4	1	72.7	23.8	0	0	0	0.6	2.3	0.6	9	6	0	0	164	16	3	0	4.5	3	0	0	82.8	8.1	1.5	0	LEXINGTON	TRUE
maldenurl2.json	https://www.epa.gov/system/files/documents/2022-06/epa-sur-mass-ecan-june-2022.pdf	Malden	2021	0	1	1659	48	4	0	0	0	0	0	2	0	66.7	0	0	0	0	0	33.3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	100	0	MALDEN	TRUE
maldenurl28.json	https://www.interfire.org/res_file/pdf/Tr-110.pdf	Malden	1995	0	1	9001	46	2	22	0	0	1	2	0	15	4.8	52.4	0	0	2.4	4.8	0	35.7	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	MALDEN	TRUE
maldenurl6.json	https://apps.fs.usda.gov/nicportal/temppdf/sfs/naweb/ma_std.pdf	Malden	2024	0	1	1297	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	1	0	0	0	0	0	0	0	100	0	MALDEN	TRUE
medfordurl16.json	https://www.synapse-energy.com/sites/default/files/resume-stanton.pdf	Medford	2013	0	1	3996	11	0	0	0	1	0	0	0	1	0	0	0	50	0	0	0	50	0	0	0	0	0	1	1	0	0	0	0	0	0	50	50	0	MEDFORD	TRUE
medfordurl21.json	https://sites.tufts.edu/tier/files/2021/06/2015_MHFE2finalReport.pdf	Medford	2013	0	1	113666	219	0	5	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	60	3	0	1	0	0	0	0	93.8	4.7	0	1.6	0	MEDFORD	TRUE
melroseurl16.json	https://www.fisheries.noaa.gov/s3/2023-11/NERAP-Nov2023.pdf	Melrose	2019	0	1	17414	44	17	14	1	0	0	0	0	0	53.1	43.8	3.1	0	0	0	0	0	6	0	0	0	58	0	3	0	9	0	0	0	86.6	0	4.5	0	MELROSE	TRUE
readingurl23.json	https://ag.ny.gov/sites/default/files/2024-02/osha-multistate-petition.pdf	reading	2023	0	1	12281	33	0	3	130	2	3	2	4	4	0	2	87.8	1.4	2	1.4	2.7	2.7	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	READING	TRUE
readingurl46.json	https://www.fs.usda.gov/nrs/pubs/jrnl/2024/nrs_2024_nislow_001.pdf	reading	2016	0	1	5982	24	154	12	0	0	0	5	18	0	81.5	6.3	0	0	0	2.6	9.5	0	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	READING	TRUE
readingurl6.json	https://www.maine.gov/future/sites/maine.gov.future/files/inline-files/Summary_MunicipalClimateResilienceActivitiesReadinessInterviews_Nov.pdf	reading	2020	1	1	9264	23	24	13	0	0	0	2	2	4	53.3	28.9	0	0	0	4.4	4.4	8.9	0	0	0	7	1	0	0	0	0	0	0	87.5	12.5	0	0	0	READING	TRUE
revereurl19.json	http://www.rimed.org/rimedicaljournal/2021/11/2021-11-14-climate-webb.pdf	Revere	2021	0	1	4157	6	36	53	4	0	0	0	1	2	37.5	55.2	4.2	0	0	0	1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	REVERE	TRUE
revereurl2.json	https://www.mapc.org/wp-content/uploads/2022/07/Pocket-Parks_Revere-REPORT_072219_FINAL.pdf	Revere	2012	1	1	11302	67	30	12	20	3	0	1	1	0	44.8	17.9	29.9	4.5	0	1.5	1.5	0	0	0	0	0	3	4	0	0	0	0	0	0	42.9	57.1	0	0	REVERE	TRUE
revereurl27.json	https://acjv.org/documents/MA_SALS_comp_guidance_doc.pdf	Revere	2023	0	1	7845	38	6	14	0	0	0	0	0	0	30	70	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	66.7	0	33.3	0	REVERE	TRUE
revereurl32.json	https://www3.epa.gov/region1/npdes/chelseacreekfuelterminals/pdfs/2022/irving-revere-swppp.pdf	Revere	2022	0	1	70451	343	90	570	0	34	0	67	48	1	11.1	70.4	0	4.2	0	8.3	5.9	0.1	1	0	0	0	33	0	0	0	2.9	0	0	0	97.1	0	0	0	REVERE	TRUE
revereurl34.json	https://www.paulreverehouse.org/wp-content/uploads/2021/06/Ep.-20_-Paul-Revere-and-Dr.-Joseph-Warren.pdf	Revere	(None, None)	0	1	1742	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	REVERE	TRUE
revereurl4.json	https://www.newea.org/wp-content/uploads/2021/06/NEWEASpr21_Session1_JDoyleBreen.pdf	Revere	2020	0	1	1132	33	21	8	0	0	0	0	2	0	67.7	25.8	0	0	0	0	6.5	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	REVERE	TRUE
somervilleurl10.json	https://sites.tufts.edu/richardvogel/files/2019/04/adaptingUrbanInfrastructure.pdf	Somerville	2011	0	1	5316	11	54	70	0	3	0	0	2	0	41.9	54.3	0	2.3	0	0	1.6	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	SOMERVILLE	TRUE
somervilleurl20.json	https://www.conservationgateway.org/ConservationPractices/Marine/crr/library/Documents/FL-Keys-SLR_Mozumder_et_al_2011.pdf	Somerville	2008	0	1	3504	8	12	29	0	1	0	0	0	0	28.6	69	0	2.4	0	0	0	0	4	0	0	0	14	0	0	0	22.2	0	0	0	77.8	0	0	0	SOMERVILLE	TRUE
somervilleurl21.json	https://nca2018.globalchange.gov/downloads/NCA4_Ch10_Agriculture_Full.pdf	Somerville	2017	0	1	22043	47	32	17	70	8	1	1	73	26	14	7.5	30.7	3.5	0.4	0.4	32	11.4	1	0	0	0	1	2	1	0	20	0	0	0	20	40	20	0	SOMERVILLE	TRUE
somervilleurl3.json	https://www3.epa.gov/region1/npdes/mwra/pdf/2023/mwra-ditp-somerville-comments-11282023.pdf	Somerville	2023	0	1	1493	4	4	4	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SOMERVILLE	TRUE
somervilleurl6.json	https://eeaonline.eea.state.ma.us/EEA/emepa/mepacerts/2020/sc/enf/16195%20enf%20BoyntonYards-Somerville-REVISED%20SKT%20signed.pdf	Somerville	2020	1	1	17993	50	18	85	7	42	27	3	1	3	9.7	45.7	3.8	22.6	14.5	1.6	0.5	1.6	0	0	0	0	4	0	0	0	0	0	0	0	100	0	0	0	SOMERVILLE	TRUE
